OBJECTID;ACC_ID;ACC_ESTAT;ACC_CODI_NAT;ACC_GRAVETAT;ACC_DATA;ACC_HORA;ACC_DEMARCACIO;ACC_ZONA;ACC_CARRETERA;ACC_PK;ACC_POS_;ACC_MUNICIPI;ACC_NOM_CARRER;ACC_NUM_PORTAL;ACC_NOM_CARRER2;ACC_PK_;ACC_OFFSET_;ACC_X_;ACC_Y_;ACC_SCORE_;ACC_ADREÇA_NORMALITZADA_;ACC_CARRETERA_;ACC_PKFORMAT_;ACC_NOM_DIA_ACC;ACC_TIPUS_DIA_ACC;ACC_NUM_MORTS;ACC_NUM_MORTS_30DIES;ACC_NUM_VICTIMES_GREUS;ACC_NUM_VICTIMES_LLEUS;ACC_NUM_ILLESOS;ACC_NUM_UNITATS_IMPLI;ACC_TIPUS;ACC_TIPUS_VIA;ACC_NUM_PERS_IMPLI;ACC_ANY;ACC_DIASET;ACC_SUBZONA;ACC_TIPUS_POSICIONAMENT_;ACC_SUBTIPUS_ACCIDENT;ACC_NUM_VICTIMES;ACC_DEMARCACIO_ID;ACC_COMARCA_ID;ACC_COMARCA;ACC_SUPERFICIE;ACC_LLUMINOSITAT;ACC_BOIRA;ACC_VISIBILITAT;ACC_CIRCULACIO;ACC_CIRCULACIO_MESURES_ESP;ACC_AMB_FUGA;ACC_VENT;ACC_INFLUIT_CARACT_ENTORN;ACC_INFLUIT_FERM_CALCADA;ACC_INFLUIT_SOLCS_RASES;ACC_INFLUIT_OBJ_CALCADA;ACC_INFLUIT_LLUMINOSITAT;ACC_CLIMATOLOGIA;ACC_INFLUIT_ESTAT_CLIMA;ACC_INFLUIT_BOIRA;ACC_INFLUIT_VISIBILITAT;ACC_INFLUIT_CIRCULACIO;ACC_INFLUIT_MESU_ESP;ACC_POSICIO_VEHICLES_VIA;ACC_POSICIO_VEHICLES_CALCADA;ACC_POSICIO_VEHICLES_CARRIL;ACC_SENTIT_VEHICLES;ACC_COORD_GEO_IMPACTE;ACC_COORD_GEO_IMPACTE_X_;ACC_COORD_GEO_IMPACTE_Y_;ACC_CORRECCIO_MANUAL_DIBA_;ACC_INFORME_SIDAT;SHAPE;x;y
655;2023036480;Accidents tancats;88644/23/PLMANLLEU;Accident lleu;d’agost 23, 2023;20.19;Barcelona;Zona urbana;SE;;7591;MANLLEU;PG. SANT JOAN;43;;7;722;440865.25318078;4649985.03931113;100;Passeig de Sant Joan 43, 08560, Manlleu, Barcelona, Catalunya;B-522;7+722;Feiners;dill-dij;0;0;0;1;5;3;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);6;2023;3;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Encalç;1;8;24;Osona;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023036480"" target=""_blank"">Informe SIDAT</a>";;440865.25320000015;4649985.0393
656;2023008171;Accidents tancats;00033/23/08266;Accident lleu;de febrer 19, 2023;11.37;Barcelona;Zona urbana;SE;;374;CERDANYOLA DEL VALLES;CARRER DE SANTA ROSA;;AVINGUDA FLOR DE MAIG;0;362;427565.2503814;4593048.31398127;100;Carrer de Santa Rosa & Avinguda de la Flor de Maig, 08290, Cerdanyola del Vallès, Barcelona, Catalunya;BV-1415;0+362;CapDeSetmana;dg;0;0;0;1;2;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);3;2023;7;Zona urbana;Per Geolocalitzador x Cruïlla;Envestida (frontal lateral);1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023008171"" target=""_blank"">Informe SIDAT</a>";;427565.25040000025;4593048.313999999
657;2023037955;Accidents tancats;000031/23/PLSTPERERI;Accident lleu;de febrer 1, 2023;12.25;Barcelona;Zona urbana;SE;;5368;SANT PERE DE RIBES;DOCTOR MARAÑON;;MAJOR;5;353;396850.49262848;4568488.88141396;99.57;Carrer Doctor Marañón & Carrer Major, 08810, Sant Pere de Ribes, Barcelona, Catalunya;BV-2112;5+353;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;3;Zona urbana;Per Geolocalitzador x Cruïlla;Envestida (frontal lateral);1;8;17;Garraf;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023037955"" target=""_blank"">Informe SIDAT</a>";;396850.49260000046;4568488.8814
658;2023038598;Accidents tancats;00572/23/08279;Accident lleu;d’octubre 9, 2023;22.3;Barcelona;Zona urbana;SE;;14279;TERRASSA;CTRA. MARTORELL;14;;14;287;417180.96269661;4601050.75867304;100;Carretera de Martorell 14, 08224, Terrassa, Barcelona, Catalunya;C-243c;14+287;CapDeSetmana;dg;0;0;0;1;2;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);3;2023;7;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Encalç;1;8;40;Valles Occidental;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023038598"" target=""_blank"">Informe SIDAT</a>";;417180.96270000003;4601050.7587
659;2023017796;Accidents tancats;00204/23/08279;Accident lleu;d’abril 15, 2023;12.01;Barcelona;Zona urbana;SE;;202;TERRASSA;CTRA. MATADEPERA;45;;0;202;418143.30733723;4602654.23081289;100;Carretera de Matadepera 45, 08225, Terrassa, Barcelona, Catalunya;BV-1221;0+202;CapDeSetmana;dis;0;0;0;1;1;2;Atropellament;Via urbana( inclou carrer i carrer residencial);2;2023;6;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Atropellament;1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023017796"" target=""_blank"">Informe SIDAT</a>";;418143.30730000045;4602654.230799999
660;2023030861;Accidents tancats;87827/23/PLMANLLEU;Accident lleu;d’agost 5, 2023;21.45;Barcelona;Zona urbana;SE;;174;MANLLEU;PS. SANT JOAN;112;;0;154;440815.94233817;4650328.55540589;100;Passeig de Sant Joan 112, 08560, Manlleu, Barcelona, Catalunya;BV-5224;0+154;CapDeSetmana;dis;0;0;0;1;1;2;Atropellament;Via urbana( inclou carrer i carrer residencial);2;2023;6;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Atropellament;1;8;24;Osona;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023030861"" target=""_blank"">Informe SIDAT</a>";;440815.9423000002;4650328.555400001
661;2023035804;Accidents tancats;2023S006360;Accident greu;d’octubre 27, 2023;16.45;Barcelona;Zona urbana;SE;;62;BARCELONA;Sarrià a VallvidreraK;14;;0;55;425612.2671925;4584505.72296325;97.96;Carretera de Sarrià a Vallvidrera 14, 08017, Sarrià, Barcelona, Catalunya;BV-1462;0+55;CapDeSetmana;div;0;0;1;0;1;2;Sortida de la calcada sense especificar;Via urbana( inclou carrer i carrer residencial);2;2023;5;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Sortida de via amb xoc o col·lisió;1;8;13;Barcelones;Sec i net;De dia, dia clar;Si;Bona visibilitat;Circulació fluïda;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;Vehicles circulaven mateixa via;Vehicles circulaven mateixa via;Vehicles circulaven vies diferents;Sense especificar;425238,112 4584537,724;425238;4584537;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023035804"" target=""_blank"">Informe SIDAT</a>";;425612.26719999965;4584505.722999999
662;2023008114;Accidents tancats;00016/23/08159;Accident lleu;de febrer 21, 2023;8.05;Barcelona;Zona urbana;SE;;870;PARETS DEL VALLES;CATALUNYA;;CONSELL DE CENT;0;869;435666.69707684;4601473.68503482;99.57;Avinguda de Catalunya & Carrer del Consell de Cent, 08150, Parets del Vallès, Barcelona, Catalunya;BV-1604;0+869;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;2;Zona urbana;Per Geolocalitzador x Cruïlla;Envestida (frontal lateral);1;8;41;Valles Oriental;Sec i net;De dia, dia fosc;Si;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;Si;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023008114"" target=""_blank"">Informe SIDAT</a>";;435666.69710000046;4601473.6850000005
663;2023004408;Accidents tancats;00003/23/08159;Accident lleu;de gener 6, 2023;21.1;Barcelona;Zona urbana;SE;;901;PARETS DEL VALLES;CATALUNYA ;;MONISTROL ;0;901;435671.14730067;4601504.733524;99.57;Avinguda de Catalunya & Carrer de Monistrol, 08150, Parets del Vallès, Barcelona, Catalunya;BV-1604;0+901;CapDeSetmana;div;0;0;0;1;1;2;Atropellament;Via urbana( inclou carrer i carrer residencial);2;2023;5;Zona urbana;Per Geolocalitzador x Cruïlla;Atropellament;1;8;41;Valles Oriental;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023004408"" target=""_blank"">Informe SIDAT</a>";;435671.1473000003;4601504.7335
664;2023037721;Accidents tancats;325/23/08245;Accident lleu;de novembre 9, 2023;18.35;Barcelona;Zona urbana;SE;;3534;SANTA COLOMA DE GRAMANET;ANSELM DE RIU;79;AV. FRANCESC MACIA;3;533;433307.8349385;4589855.84936609;99.7;Avinguda d'Anselm de Riu & Avinguda de Francesc Macià, 08924, Santa Coloma de Gramenet, Barcelona, Catalunya;BV-5001;3+533;Feiners;dill-dij;0;0;0;1;1;2;Atropellament;Via urbana( inclou carrer i carrer residencial);2;2023;4;Zona urbana;Per Geolocalitzador x Cruïlla;Atropellament;1;8;13;Barcelones;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;Si;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023037721"" target=""_blank"">Informe SIDAT</a>";;433307.83490000013;4589855.849400001
665;2023033129;Accidents tancats;00442/23/08279;Accident lleu;d’agost 5, 2023;16.4;Barcelona;Zona urbana;SE;;13309;TERRASSA;CTRA. MARTORELL;319I;;13;317;416698.49364686;4600596.68996429;98.9;Carretera de Martorell 319I, 08224, Terrassa, Barcelona, Catalunya;C-243c;13+317;CapDeSetmana;dis;0;0;0;1;0;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;6;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Envestida (frontal lateral);1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;Si;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023033129"" target=""_blank"">Informe SIDAT</a>";;416698.4935999997;4600596.6899999995
666;2023041972;Accidents tancats;365/23/08245;Accident lleu;de desembre 17, 2023;11.1;Barcelona;Zona urbana;SE;;757;SANTA COLOMA DE GRAMANET;PG. LLORENÇ SERRA;14;AV. FRANCESC MACIA;0;800;433740.41276754;4589117.97271046;99.92;Passeig de Llorenç Serra & Avinguda de Francesc Macià, 08921, Santa Coloma de Gramenet, Barcelona, Catalunya;BV-5005;0+800;CapDeSetmana;dg;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;7;Zona urbana;Per Geolocalitzador x Cruïlla;Envestida (frontal lateral);1;8;13;Barcelones;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023041972"" target=""_blank"">Informe SIDAT</a>";;433740.41280000005;4589117.9727
667;2023037162;Accidents tancats;2023S006602;Accident lleu;de novembre 7, 2023;15.24;Barcelona;Zona urbana;SE;;2689;BARCELONA;Sarrià a Vallvidrera;255;;2;702;425158.54954332;4584891.48449804;98.57;Carretera de Sarrià a Vallvidrera 255, 08017, Vallvid. el Tibidabo i les Planes, Barcelona, Catalunya;BV-1462;2+702;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;2;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Col·lisió frontal;1;8;13;Barcelones;Sec i net;De dia, dia clar;Si;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;425251,102 4585113,752;425251;4585113;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023037162"" target=""_blank"">Informe SIDAT</a>";;425158.54949999973;4584891.4845
668;2023009894;Accidents tancats;2023S001582;Accident lleu;de març 19, 2023;19.4;Barcelona;Zona urbana;SE;;11590;BARCELONA;Horta a Cerdanyola;;Estatut de Catalunya;11;555;429263.0994684;4587594.86774437;95.08;Carretera d'Horta a Cerdanyola & Avinguda de l'Estatut de Catalunya, 08031, Horta, Barcelona, Catalunya;BV-1415;11+555;CapDeSetmana;dg;0;0;0;1;1;1;Altres;Via urbana( inclou carrer i carrer residencial);2;2023;7;Zona urbana;Per Geolocalitzador x Cruïlla;Altres;1;8;13;Barcelones;Sec i net;De nit, il·luminació artificial insuficient;Si;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023009894"" target=""_blank"">Informe SIDAT</a>";;429263.09949999955;4587594.867699999
669;2023021915;Accidents tancats;2023S003470;Accident lleu;de juny 10, 2023;20.5;Barcelona;Zona urbana;SE;;5400;BARCELONA;Vallvidrera a les PlanesK;28;;5;423;424414.7740074;4585945.1288085;98.21;Carretera de Vallvidrera a les Planes 28, 08017, Vallvid. el Tibidabo i les Planes, Barcelona, Catalunya;BV-1462;5+423;CapDeSetmana;dis;0;0;0;2;0;1;Bolcada a la calcada;Via urbana( inclou carrer i carrer residencial);2;2023;6;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Caiguda en la via;2;8;13;Barcelones;Sec i net;De dia, dia clar;Si;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;425229,401 4584559,651;425229;4584559;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023021915"" target=""_blank"">Informe SIDAT</a>";;424414.7740000002;4585945.128799999
670;2023032869;Accidents tancats;00418/23/08279;Accident lleu;de juliol 24, 2023;12.35;Barcelona;Zona urbana;SE;;1781;TERRASSA;CTRA. MATADEPERA;340;;1;708;418196.02843934;4604152.29013822;98.9;Carretera de Matadepera 340, 08226, Terrassa, Barcelona, Catalunya;BV-1221;1+708;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Via urbana( inclou carrer i carrer residencial);1;2023;1;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Sortida de via amb xoc o col·lisió;1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032869"" target=""_blank"">Informe SIDAT</a>";;418196.0284000002;4604152.290100001
671;2023017519;Accidents tancats;436580/23/PLBIGUESRI;Accident mortal;de maig 5, 2023;22.13;Barcelona;Zona urbana;SE;;739;BIGUES I RIELLS;av.   de Catalunya;0;Can Badell;0;728;434826.3197916;4614378.42788478;96.02;Avinguda Catalunya, 08415, Bigues i Riells del Fai, Barcelona, Catalunya;BV-1484;0+728;Feiners;dill-dij;1;0;0;1;0;2;Atropellament;Via urbana( inclou carrer i carrer residencial);2;2023;4;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Atropellament;2;8;41;Valles Oriental;Sec i net;De nit, sense llum artificial;No n'hi ha;Restringida per vegetació;Circulació fluïda;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023017519"" target=""_blank"">Informe SIDAT</a>";;434826.3197999997;4614378.4279
672;2023017311;Accidents tancats;83053/2023/PLMANLLEU;Accident lleu;d’abril 14, 2023;18.39;Barcelona;Zona urbana;SE;;7424;MANLLEU;PS. SANT JOAN;1;;7;555;440892.8816816;4649821.58187302;100;Passeig de Sant Joan 1, 08560, Manlleu, Barcelona, Catalunya;B-522;7+555;CapDeSetmana;div;0;0;0;1;1;2;Bolcada a la calcada;Via urbana( inclou carrer i carrer residencial);2;2023;5;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Caiguda en la via;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023017311"" target=""_blank"">Informe SIDAT</a>";;440892.8816999998;4649821.581900001
673;2024000585;Accidents tancats;334707/23/PLMANLLEU;Accident lleu;d’octubre 30, 2023;17.04;Barcelona;Zona urbana;SE;;7424;MANLLEU;PG. SANT JOAN;1;;7;555;440892.8816816;4649821.58187302;100;Passeig de Sant Joan 1, 08560, Manlleu, Barcelona, Catalunya;B-522;7+555;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Encalç;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2024000585"" target=""_blank"">Informe SIDAT</a>";;440892.8816999998;4649821.581900001
674;2023043337;Accidents tancats;014462/24/PMTERRASA;Accident greu;de desembre 28, 2023;15.06;Barcelona;Zona urbana;SE;;24242;TERRASSA;de Rubi;304;;24;250;417946.73966579;4600129.16864769;97.48;Carretera de Rubí 304, 08223, Terrassa, Barcelona, Catalunya;BP-1503z;24+250;Feiners;dill-dij;0;0;1;0;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;4;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Fregament o col·lisió lateral;1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;Bona visibilitat;Circulació fluïda;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;Vehicles circulaven mateixa via;Vehicles circulaven mateixa via;Vehicles circulaven mateixa via;Vehicles circulaven mateix sentit;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023043337"" target=""_blank"">Informe SIDAT</a>";;417946.7396999998;4600129.1686
675;2023040397;Accidents tancats;001381/23/08108;Accident greu;de setembre 24, 2023;12;Barcelona;Zona urbana;SE;;3322;LLICA DE VALL;Av. Catalunya;8;;3;321;436436.11333378;4603708.55523569;100;Avinguda de Catalunya 8, 08185, Lliçà de Vall, Barcelona, Catalunya;BV-1604;3+321;CapDeSetmana;dg;0;0;1;1;1;2;Bolcada a la calcada;Via urbana( inclou carrer i carrer residencial);3;2023;7;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Caiguda en la via;2;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Circulació densa o molt intensa;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;Sense especificar;No;No;No;Vehicles circulaven mateixa via;Vehicles circulaven mateixa via;Vehicles circulaven vies diferents;Vehicles circulaven sentit diferent;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023040397"" target=""_blank"">Informe SIDAT</a>";;436436.1133000003;4603708.555199999
676;2023030952;Accidents tancats;00061/23/08107;Accident lleu;d’agost 1, 2023;9.53;Barcelona;Zona urbana;SE;;6611;LLICA D'AMUNT;Anselm clavé;84;;6;594;436609.25113244;4606704.85969135;98.57;Carrer Anselm Clavé 84, 08186, Lliçà d'Amunt, Barcelona, Catalunya;BV-1602;6+594;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;2;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Encalç;1;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023030952"" target=""_blank"">Informe SIDAT</a>";;436609.2511;4606704.8597
677;2023040213;Accidents tancats;2023S007055;Accident lleu;de novembre 27, 2023;22.28;Barcelona;Zona urbana;SE;;11590;BARCELONA;Estatut de Catalunya;;Horta a Cerdanyola;11;555;429263.0994684;4587594.86774437;99.57;Avinguda de l'Estatut de Catalunya & Carretera d'Horta a Cerdanyola, 08031, Horta, Barcelona, Catalunya;BV-1415;11+555;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Zona urbana;Per Geolocalitzador x Cruïlla;Fregament o col·lisió lateral;1;8;13;Barcelones;Sec i net;De nit, il·luminació artificial insuficient;Si;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;429356,378 4587802,302;429356;4587802;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023040213"" target=""_blank"">Informe SIDAT</a>";;429263.09949999955;4587594.867699999
678;2023030844;Accidents tancats;4214/2023;Accident lleu;d’agost 22, 2023;0.15;Barcelona;Zona urbana;SE;;2024;GAVA;C/MONTSERRAT;;C/CENTRE;2;56;443903.30249391;4641390.60507003;96.31;Avinguda de Ntra. Sra. de Montserrat & Carrer Centre, 08504, Sant Julià de Vilatorta, Barcelona, Catalunya;BV-5201;2+56;Feiners;dill-dij;0;0;0;2;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);3;2023;2;Zona urbana;Per Geolocalitzador x Cruïlla;Envestida (frontal lateral);2;8;11;Baix Llobregat;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023030844"" target=""_blank"">Informe SIDAT</a>";;443903.3025000002;4641390.6051
679;2023026225;Accidents tancats;2023S002902;Accident lleu;de maig 15, 2023;20.07;Barcelona;Zona urbana;SE;;9741;BARCELONA;Horta a CerdanyolaK;102;;9;727;429106.9057405;4588537.93484877;97.67;Carretera d'Horta a Cerdanyola 102, 08035, Horta, Barcelona, Catalunya;BV-1415;9+727;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Envestida (frontal lateral);1;8;13;Barcelones;Sec i net;De dia, dia clar;Si;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;429138,761 4588358,057;429138;4588358;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023026225"" target=""_blank"">Informe SIDAT</a>";;429106.9057;4588537.934800001
680;2023029835;Accidents tancats;00380/23/08279;Accident lleu;de juliol 4, 2023;21.1;Barcelona;Zona urbana;SE;;16645;TERRASSA;CTRA. CASTELLAR;96;;16;645;418626.65721866;4602073.71703081;98.9;Carretera de Castellar 96, 08222, Terrassa, Barcelona, Catalunya;C-1415a;16+645;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;2;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Encalç;1;8;40;Valles Occidental;Sec i net;Alba o capvespre;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023029835"" target=""_blank"">Informe SIDAT</a>";;418626.65720000025;4602073.717
681;2023029184;Accidents tancats;00069/23/08263;Accident lleu;de juny 20, 2023;17.47;Barcelona;Zona urbana;SE;;320;SANT VICENC DELS HORTS;CARRETERA DE SANT BOI;;CARRER AGRICULTURA;0;319;416959.26012716;4583853.90853952;100;Carretera de Sant Boi & Carrer de l'Agricultura, 08620, Sant Vicenç dels Horts, Barcelona, Catalunya;BV-2002;0+319;Feiners;dill-dij;0;0;0;1;1;2;Atropellament;Via urbana( inclou carrer i carrer residencial);2;2023;2;Zona urbana;Per Geolocalitzador x Cruïlla;Atropellament;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023029184"" target=""_blank"">Informe SIDAT</a>";;416959.2600999996;4583853.908500001
